Date,Time,Exercise,# of Reps,Weight,Notes
"2/1/20","09:24","Renegade Row","20","15",""
"2/1/20","09:24","Tricep Throwback","20","15",""
"2/1/20","09:24","Russian Twist","10","20",""
"2/1/20","09:24","Bent-over Flyes","7","40",""
"2/1/20","09:19","Biceps Curl","6","40",""
"2/1/20","09:19","Shoulder Press","6","40",""
"2/1/20","09:19","Bench Press","12","40",""
"2/1/20","09:19","Kneeling Wood Throws","20","20",""
"2/1/20","09:18","Overhead Triceps Extensions","15","20",""
"2/1/20","09:18","Hammer Curls","6","40",""
"2/1/20","09:12","Lateral Raise","10","24",""
"2/1/20","09:11","Standing Heel Raises","20","40",""
"2/1/20","09:11","Shoulder Shrug","15","40",""
"2/1/20","09:10","Bent-over Flyes","10","30",""
"2/1/20","09:09","Renegade Row","20","15",""
"2/1/20","09:09","Tricep Throwback","20","15",""
"2/1/20","09:09","Russian Twist","10","20",""
"2/1/20","09:05","Bench Press","12","40",""
"2/1/20","09:05","Kneeling Wood Throws","20","20",""
"2/1/20","09:04","Hammer Curls","8","30",""
"2/1/20","09:04","Biceps Curl","8","30",""
"2/1/20","09:04","Shoulder Press","6","40",""
"2/1/20","09:04","Shoulder Press","8","30",""
"2/1/20","09:01","Overhead Triceps Extensions","10","20",""
"2/1/20","09:00","Lateral Raise","10","24",""
"1/30/20","09:08","Standing Side Bend","10","0",""
"1/30/20","09:08","Standing Side Bend","10","0"
"1/30/20","09:08","Standing Crunch","10","0",""
"1/30/20","09:08","Standing Crunch","10","0"
"1/30/20","09:08","Laying Elbow-back Lifts","10","0",""
"1/30/20","09:08","Laying Elbow-back Lifts","10","0"
"1/30/20","09:08","Laying Elbow-back Lifts","10","0"
"1/30/20","09:08","Laying Leg Lift And Hold","10","0",""
"1/30/20","09:08","Laying Leg Lift And Hold","10","0"
"1/30/20","09:08","Laying Leg Lift And Hold","10","0"
"1/30/20","09:08","Laying Heel Touches","10","0",""
"1/30/20","09:08","Laying Heel Touches","10","0"
"1/30/20","09:08","Laying Heel Touches","10","0"
"1/30/20","09:08","Plank","10","0",""
"1/30/20","09:08","Plank","10","0"
"1/30/20","09:08","Plank","10","0"
"1/30/20","09:08","Superman","10","0",""
"1/30/20","09:08","Superman","10","0"
"1/30/20","09:08","Superman","10","0"
"1/30/20","09:08","Cobra","10","0",""
"1/30/20","09:08","Cobra","10","0"
"1/30/20","09:08","Cobra","10","0"
"1/29/20","22:58","Cable Flyes","12","10",""
"1/29/20","22:58","Cable Flyes","15","10"
"1/29/20","22:58","Cable Flyes","20","10"
"1/29/20","22:55","Upright Row","12","40",""
"1/29/20","22:55","One leg cobra","12","30",""
"1/29/20","22:54","Shoulder Press","5","40",""
"1/29/20","22:53","Reverse Bicep Curls","10","40",""
"1/29/20","22:52","Front Lateral Raise","10","30",""
"1/29/20","22:50","Concentration Curls","20","20",""
"1/29/20","22:47","Leg Raise","15","0",""
"1/29/20","22:47","Straight Arm Pullover","12","30",""
"1/29/20","22:47","One-Arm Rows","40","20",""
"1/29/20","22:44","Triceps Extension","12","30",""
"1/29/20","22:37","bench reverse press","15","40",""
"1/29/20","22:36","One leg cobra","10","30",""
"1/29/20","22:35","Shoulder Press","4","30",""
"1/29/20","22:35","Upright Row","10","40",""
"1/29/20","22:34","Reverse Bicep Curls","8","30",""
"1/29/20","22:33","Front Lateral Raise","8","30",""
"1/29/20","22:32","Concentration Curls","20","20",""
"1/29/20","22:30","Triceps Extension","8","40",""
"1/29/20","22:30","Leg Raise","10","0",""
"1/29/20","22:30","Straight Arm Pullover","10","30",""
"1/29/20","22:30","One-Arm Rows","30","20",""
"1/29/20","22:22","bench reverse press","10","40",""
"1/29/20","22:21","One leg cobra","10","30",""
"1/29/20","22:20","Shoulder Press","5","30",""
"1/29/20","22:20","Upright Row","10","40",""
"1/29/20","22:19","Reverse Bicep Curls","10","30",""
"1/29/20","22:18","Front Lateral Raise","8","30",""
"1/29/20","22:17","Concentration Curls","20","20",""
"1/29/20","22:15","Straight Arm Pullover","10","20",""
"1/29/20","22:15","One-Arm Rows","30","20",""
"1/29/20","22:14","bench reverse press","10","40",""
"1/29/20","22:14","Triceps Extension","7","40",""
"1/29/20","22:14","Leg Raise","10","0",""
"1/29/20","09:05","Standing Side Bend","10","0",""
"1/29/20","09:05","Standing Side Bend","10","0"
"1/29/20","09:03","Standing Crunch","10","0",""
"1/29/20","09:02","Plank","10","0",""
"1/29/20","09:02","Plank","10","0"
"1/29/20","09:02","Plank","10","0"
"1/29/20","09:02","Superman","10","0",""
"1/29/20","09:02","Superman","10","0"
"1/29/20","09:02","Superman","10","0"
"1/29/20","09:02","Cobra","10","0",""
"1/29/20","09:02","Cobra","10","0"
"1/29/20","09:02","Cobra","10","0"
"1/29/20","09:02","Standing Side Bend","10","0",""
"1/29/20","09:01","Standing Side Bend","10","0",""
"1/29/20","09:01","Standing Crunch","10","0",""
"1/29/20","09:01","Laying Elbow-back Lifts","10","0",""
"1/29/20","09:01","Laying Elbow-back Lifts","10","0"
"1/29/20","09:01","Laying Elbow-back Lifts","10","0"
"1/29/20","09:01","Laying Leg Lift And Hold","10","0",""
"1/29/20","09:01","Laying Leg Lift And Hold","10","0"
"1/29/20","09:01","Laying Leg Lift And Hold","10","0"
"1/29/20","09:01","Laying Heel Touches","10","0",""
"1/29/20","09:01","Laying Heel Touches","10","0"
"1/29/20","09:01","Laying Heel Touches","10","0"
"1/27/20","06:18","Lateral Raise","10","24",""
"1/27/20","06:18","Lateral Raise","12","24"
"1/27/20","06:18","Lateral Raise","12","24"
"1/27/20","06:18","Overhead Triceps Extensions","10","20",""
"1/27/20","06:18","Overhead Triceps Extensions","12","20"
"1/27/20","06:18","Overhead Triceps Extensions","20","20"
"1/27/20","06:18","Hammer Curls","5","30",""
"1/27/20","06:18","Hammer Curls","5","40"
"1/27/20","06:18","Hammer Curls","6","40"
"1/27/20","06:18","Biceps Curl","5","30",""
"1/27/20","06:18","Biceps Curl","5","40"
"1/27/20","06:18","Biceps Curl","6","40"
"1/27/20","06:18","Shoulder Press","5","30",""
"1/27/20","06:18","Shoulder Press","5","40"
"1/27/20","06:18","Shoulder Press","6","40"
"1/27/20","06:18","Bench Press","10","40",""
"1/27/20","06:18","Bench Press","12","40"
"1/27/20","06:18","Bench Press","15","40"
"1/27/20","06:18","Kneeling Wood Throws","20","20",""
"1/27/20","06:18","Kneeling Wood Throws","20","20"
"1/27/20","06:18","Kneeling Wood Throws","30","20"
"1/27/20","06:18","Renegade Row","20","15",""
"1/27/20","06:18","Renegade Row","16","20"
"1/27/20","06:18","Renegade Row","20","20"
"1/27/20","06:18","Tricep Throwback","20","15",""
"1/27/20","06:18","Tricep Throwback","16","20"
"1/27/20","06:18","Tricep Throwback","30","20"
"1/27/20","06:18","Russian Twist","10","20",""
"1/27/20","06:18","Russian Twist","12","20"
"1/27/20","06:18","Russian Twist","12","20"
"1/27/20","06:18","Bent-over Flyes","10","30",""
"1/27/20","06:18","Bent-over Flyes","8","40"
"1/27/20","06:18","Bent-over Flyes","10","30"
"1/27/20","06:18","Standing Heel Raises","10","40",""
"1/27/20","06:18","Standing Heel Raises","10","40"
"1/27/20","06:18","Standing Heel Raises","12","40"
"1/27/20","06:18","Shoulder Shrug","10","40",""
"1/27/20","06:18","Shoulder Shrug","10","40"
"1/27/20","06:18","Shoulder Shrug","12","40"
"1/24/20","07:07","Front Lateral Raise","10","30",""
"1/24/20","07:07","Upright Row","10","40",""
"1/24/20","07:04","Concentration Curls","20","20",""
"1/24/20","07:01","Straight Arm Pullover","12","30",""
"1/24/20","07:01","One-Arm Rows","40","20",""
"1/24/20","07:00","Triceps Extension","15","30",""
"1/24/20","07:00","Leg Raise","20","0",""
"1/24/20","06:56","bench reverse press","15","30",""
"1/24/20","06:52","Triceps Extension","12","30",""
"1/24/20","06:52","Leg Raise","10","0",""
"1/24/20","06:52","Straight Arm Pullover","12","30",""
"1/24/20","06:52","One-Arm Rows","20","20",""
"1/24/20","06:52","Concentration Curls","20","20",""
"1/24/20","06:52","Front Lateral Raise","10","30",""
"1/24/20","06:52","Reverse Bicep Curls","10","30",""
"1/24/20","06:52","Shoulder Press","5","30",""
"1/24/20","06:52","Upright Row","10","40",""
"1/24/20","06:52","One leg cobra","10","30",""
"1/24/20","06:51","bench reverse press","10","30",""
"1/24/20","06:30","Cable Flyes","10","10",""
"1/24/20","06:29","Front Lateral Raise","10","30",""
"1/24/20","06:29","Reverse Bicep Curls","10","30",""
"1/24/20","06:29","Shoulder Press","5","30",""
"1/24/20","06:29","Upright Row","10","40",""
"1/24/20","06:29","One leg cobra","10","30",""
"1/24/20","06:28","Leg Raise","10","0","Sore from shoveling"
"1/24/20","06:28","Straight Arm Pullover","12","30",""
"1/24/20","06:28","One-Arm Rows","20","20",""
"1/24/20","06:28","Concentration Curls","20","20",""
"1/24/20","06:27","bench reverse press","10","30","Sore from shoveling"
"1/24/20","06:27","Triceps Extension","12","30","Sore from shoveling"
"1/22/20","07:11","Incline Curls","8","40",""
"1/22/20","07:11","Triceps Kickbacks","20","30",""
"1/22/20","07:11","High Plank Pull-Through","20","20",""
"1/22/20","07:11","Side Plank Bends","20","0",""
"1/22/20","07:11","Cuban Press","8","24",""
"1/22/20","07:11","Decline Crunches","15","0",""
"1/22/20","07:11","Cable Flyes","25","10",""
"1/22/20","07:10","Arnold Press","10","30",""
"1/22/20","07:10","Incline Spider Curls","10","30",""
"1/22/20","07:10","Incline Row","10","40",""
"1/22/20","07:10","Incline Two Arm Extension","10","30",""
"1/22/20","07:10","Incline Press","8","40",""
"1/22/20","06:52","High Plank Pull-Through","20","20",""
"1/22/20","06:52","Side Plank Bends","20","0",""
"1/22/20","06:52","Cuban Press","10","24",""
"1/22/20","06:52","Decline Crunches","15","0",""
"1/22/20","06:51","Incline Press","8","40",""
"1/22/20","06:51","Incline Curls","10","40",""
"1/22/20","06:51","Triceps Kickbacks","20","30",""
"1/22/20","06:50","Arnold Press","10","30",""
"1/22/20","06:50","Incline Spider Curls","10","30",""
"1/22/20","06:50","Incline Row","10","40",""
"1/22/20","06:50","Incline Two Arm Extension","10","40",""
"1/22/20","06:34","Incline Curls","10","30",""
"1/22/20","06:34","Triceps Kickbacks","20","15",""
"1/22/20","06:34","High Plank Pull-Through","20","15",""
"1/22/20","06:34","Side Plank Bends","20","0",""
"1/22/20","06:34","Decline Crunches","10","0",""
"1/22/20","06:34","Cuban Press","10","24",""
"1/22/20","06:33","Arnold Press","10","30",""
"1/22/20","06:33","Incline Spider Curls","10","30",""
"1/22/20","06:33","Incline Row","10","30",""
"1/22/20","06:33","Incline Two Arm Extension","10","30",""
"1/22/20","06:33","Incline Press","8","15",""
"1/20/20","10:39","Cable Kneeling Crunchs","10","5",""
"1/20/20","10:39","Cable Kneeling Crunchs","10","5"
"1/20/20","10:39","Cable Kneeling Crunchs","10","5"
"1/20/20","10:38","Cable Internal Rotation","20","5",""
"1/20/20","10:38","Cable Internal Rotation","20","5"
"1/20/20","10:38","Cable Internal Rotation","20","5"
"1/20/20","10:35","Decline Crunches","10","0",""
"1/20/20","10:35","Decline Crunches","10","0"
"1/20/20","10:35","Decline Crunches","10","0"
"1/20/20","10:34","bench reverse press","10","40",""
"1/20/20","10:34","Triceps Extension","10","30",""
"1/20/20","10:34","Leg Raise","15","0",""
"1/20/20","10:34","Straight Arm Pullover","8","40",""
"1/20/20","10:34","One-Arm Rows","20","20",""
"1/20/20","10:34","Concentration Curls","20","20",""
"1/20/20","10:34","Front Lateral Raise","10","30",""
"1/20/20","10:34","Reverse Bicep Curls","10","30",""
"1/20/20","10:34","Shoulder Press","5","30",""
"1/20/20","10:34","Upright Row","10","40",""
"1/20/20","10:34","One leg cobra","10","30",""
"1/20/20","10:11","bench reverse press","10","40",""
"1/20/20","10:11","Triceps Extension","10","30",""
"1/20/20","10:11","Leg Raise","15","0",""
"1/20/20","10:11","Straight Arm Pullover","8","40",""
"1/20/20","10:11","One-Arm Rows","20","20",""
"1/20/20","10:11","Concentration Curls","20","20",""
"1/20/20","10:11","Front Lateral Raise","8","30",""
"1/20/20","10:11","Reverse Bicep Curls","10","30",""
"1/20/20","10:11","Shoulder Press","5","30",""
"1/20/20","10:11","Upright Row","10","40",""
"1/20/20","10:11","One leg cobra","10","30",""
"1/20/20","09:53","Cable Flyes","15","10",""
"1/20/20","09:53","Cable Flyes","10","10"
"1/20/20","09:50","bench reverse press","10","40",""
"1/20/20","09:50","Triceps Extension","10","30",""
"1/20/20","09:50","Leg Raise","15","0",""
"1/20/20","09:50","Straight Arm Pullover","15","20",""
"1/20/20","09:50","One-Arm Rows","20","20",""
"1/20/20","09:50","Concentration Curls","10","40",""
"1/20/20","09:50","Front Lateral Raise","10","30",""
"1/20/20","09:50","Reverse Bicep Curls","10","30",""
"1/20/20","09:50","Shoulder Press","5","30",""
"1/20/20","09:50","Upright Row","10","40",""
"1/20/20","09:50","One leg cobra","10","30",""
"1/18/20","10:04","Kettlebell One-leg Opposite-side Deadlift","20","20",""
"1/18/20","10:04","Kettlebell Laying Hip Thrust","10","20",""
"1/18/20","10:03","Kettlebell Slingshot","20","20",""
"1/18/20","10:03","Kettlebell Figure-8s","20","20",""
"1/18/20","10:03","Kettlebell Swing","20","20",""
"1/18/20","10:03","Kettlebell Woodchop Swing","20","20",""
"1/18/20","10:03","Kettlebell One-Hand Side Swing","20","20",""
"1/18/20","10:03","Kettlebell One-leg Same-side Deadlift","20","20",""
"1/17/20","10:11","Decline Crunches","10","0",""
"1/17/20","10:11","Decline Crunches","10","0"
"1/17/20","10:11","Decline Crunches","10","0"
"1/17/20","10:10","Standing Side Bend","15","0",""
"1/17/20","10:10","Standing Crunch","15","0",""
"1/17/20","10:09","Standing Side Bend","15","0",""
"1/17/20","10:09","Standing Crunch","15","0",""
"1/17/20","10:09","Laying Elbow-back Lifts","15","0",""
"1/17/20","10:09","Laying Elbow-back Lifts","15","0"
"1/17/20","10:09","Laying Elbow-back Lifts","15","0"
"1/17/20","10:09","Laying Leg Lift And Hold","15","0",""
"1/17/20","10:09","Laying Leg Lift And Hold","15","0"
"1/17/20","10:09","Laying Leg Lift And Hold","15","0"
"1/17/20","10:09","Laying Heel Touches","15","0",""
"1/17/20","10:09","Laying Heel Touches","15","0"
"1/17/20","10:09","Laying Heel Touches","15","0"
"1/17/20","10:09","Plank","15","0",""
"1/17/20","10:09","Plank","15","0"
"1/17/20","10:09","Plank","15","0"
"1/17/20","10:09","Superman","15","0",""
"1/17/20","10:09","Superman","15","0"
"1/17/20","10:09","Superman","15","0"
"1/17/20","10:09","Cobra","15","0",""
"1/17/20","10:09","Cobra","15","0"
"1/17/20","10:09","Cobra","15","0"
"1/17/20","08:15","Lateral Raise","12","30",""
"1/17/20","08:15","Overhead Triceps Extensions","12","20",""
"1/17/20","08:15","Hammer Curls","6","40",""
"1/17/20","08:15","Biceps Curl","6","40",""
"1/17/20","08:15","Shoulder Press","6","40",""
"1/17/20","08:15","Bench Press","12","40",""
"1/17/20","08:15","Kneeling Wood Throws","24","20",""
"1/17/20","08:15","Renegade Row","16","20",""
"1/17/20","08:15","Tricep Throwback","16","20",""
"1/17/20","08:15","Russian Twist","12","20",""
"1/17/20","08:15","Bent-over Flyes","12","30",""
"1/17/20","07:52","Lateral Raise","12","24",""
"1/17/20","07:52","Lateral Raise","12","24"
"1/17/20","07:52","Overhead Triceps Extensions","12","20",""
"1/17/20","07:52","Overhead Triceps Extensions","12","20"
"1/17/20","07:52","Hammer Curls","6","40",""
"1/17/20","07:52","Hammer Curls","6","40"
"1/17/20","07:52","Biceps Curl","6","40",""
"1/17/20","07:52","Biceps Curl","6","40"
"1/17/20","07:52","Shoulder Press","6","40",""
"1/17/20","07:52","Shoulder Press","6","40"
"1/17/20","07:52","Bench Press","12","40",""
"1/17/20","07:52","Bench Press","12","40"
"1/17/20","07:52","Kneeling Wood Throws","24","20",""
"1/17/20","07:52","Kneeling Wood Throws","24","20"
"1/17/20","07:52","Renegade Row","24","15",""
"1/17/20","07:52","Renegade Row","16","20"
"1/17/20","07:52","Tricep Throwback","24","15",""
"1/17/20","07:52","Tricep Throwback","16","20"
"1/17/20","07:52","Russian Twist","12","20",""
"1/17/20","07:52","Russian Twist","12","20"
"1/17/20","07:52","Bent-over Flyes","12","30",""
"1/17/20","07:52","Bent-over Flyes","12","40"
"1/16/20","23:59","Plank","10","0",""
"1/16/20","23:59","Plank","15","0"
"1/16/20","23:59","Plank","15","0"
"1/16/20","23:59","Superman","10","0",""
"1/16/20","23:59","Superman","10","0"
"1/16/20","23:59","Superman","10","0"
"1/16/20","23:59","Cobra","10","0",""
"1/16/20","23:59","Cobra","10","0"
"1/16/20","23:59","Cobra","10","0"
"1/16/20","23:58","Hanging Alternating Leg Lift/knee Lift","10","0",""
"1/16/20","23:58","Hanging Alternating Leg Lift/knee Lift","10","0"
"1/16/20","23:58","Hanging Alternating Leg Lift/knee Lift","10","0"
"1/16/20","23:58","Standing Side Bend","10","0",""
"1/16/20","23:58","Standing Side Bend","10","0"
"1/16/20","23:58","Standing Crunch","10","0",""
"1/16/20","23:58","Standing Crunch","10","0"
"1/16/20","23:58","Laying Elbow-back Lifts","10","0",""
"1/16/20","23:58","Laying Elbow-back Lifts","10","0"
"1/16/20","23:58","Laying Elbow-back Lifts","10","0"
"1/16/20","23:58","Laying Leg Lift And Hold","10","0",""
"1/16/20","23:58","Laying Leg Lift And Hold","10","0"
"1/16/20","23:58","Laying Leg Lift And Hold","10","0"
"1/16/20","23:58","Laying Heel Touches","10","0",""
"1/16/20","23:58","Laying Heel Touches","10","0"
"1/16/20","23:58","Laying Heel Touches","10","0"
"1/16/20","23:57","sitting ab crunch machine","10","105",""
"1/16/20","23:57","sitting ab crunch machine","10","105"
"1/16/20","23:57","sitting ab crunch machine","10","105"
"1/16/20","00:00","Decline Crunches","10","0",""
"1/16/20","00:00","Decline Crunches","10","0"
"1/16/20","00:00","Decline Crunches","10","0"
"1/15/20","23:55","Kettlebell Slingshot","20","20",""
"1/15/20","06:46","bench reverse press","15","30",""
"1/15/20","06:46","bench reverse press","10","30"
"1/15/20","06:46","bench reverse press","10","30"
"1/15/20","06:46","Triceps Extension","10","30",""
"1/15/20","06:46","Triceps Extension","10","30"
"1/15/20","06:46","Triceps Extension","10","30"
"1/15/20","06:46","Leg Raise","10","0",""
"1/15/20","06:46","Leg Raise","10","0"
"1/15/20","06:46","Leg Raise","10","0"
"1/15/20","06:46","Straight Arm Pullover","10","30",""
"1/15/20","06:46","Straight Arm Pullover","10","30"
"1/15/20","06:46","Straight Arm Pullover","10","30"
"1/15/20","06:46","One-Arm Rows","20","20",""
"1/15/20","06:46","One-Arm Rows","20","20"
"1/15/20","06:46","One-Arm Rows","20","20"
"1/15/20","06:46","Concentration Curls","15","30",""
"1/15/20","06:46","Concentration Curls","10","30"
"1/15/20","06:46","Concentration Curls","10","30"
"1/15/20","06:46","Front Lateral Raise","10","30",""
"1/15/20","06:46","Front Lateral Raise","10","30"
"1/15/20","06:46","Front Lateral Raise","10","30"
"1/15/20","06:46","Reverse Bicep Curls","10","30",""
"1/15/20","06:46","Reverse Bicep Curls","10","30"
"1/15/20","06:46","Reverse Bicep Curls","10","24"
"1/15/20","06:46","Shoulder Press","5","30",""
"1/15/20","06:46","Shoulder Press","5","30"
"1/15/20","06:46","Shoulder Press","5","30"
"1/15/20","06:46","Upright Row","10","30",""
"1/15/20","06:46","Upright Row","10","30"
"1/15/20","06:46","One leg cobra","10","30",""
"1/15/20","06:46","One leg cobra","10","30"
"1/14/20","23:59","Kettlebell Slingshot","20","20",""
"1/14/20","23:59","Kettlebell Figure-8s","20","20",""
"1/14/20","23:59","Kettlebell Swing","20","20",""
"1/14/20","00:04","Plank","10","0",""
"1/14/20","00:04","Plank","10","0"
"1/14/20","00:04","Plank","10","0"
"1/14/20","00:04","Superman","10","0",""
"1/14/20","00:04","Superman","10","0"
"1/14/20","00:04","Superman","10","0"
"1/14/20","00:04","Cobra","10","0",""
"1/14/20","00:04","Cobra","10","0"
"1/14/20","00:04","Cobra","10","0"
"1/14/20","00:04","Standing Side Bend","10","0",""
"1/14/20","00:04","Standing Crunch","10","0",""
"1/14/20","00:03","Standing Side Bend","10","0",""
"1/14/20","00:03","Standing Crunch","10","0",""
"1/14/20","00:03","Laying Elbow-back Lifts","10","0",""
"1/14/20","00:03","Laying Elbow-back Lifts","10","0"
"1/14/20","00:03","Laying Elbow-back Lifts","10","0"
"1/14/20","00:03","Laying Leg Lift And Hold","10","0",""
"1/14/20","00:03","Laying Leg Lift And Hold","10","0"
"1/14/20","00:03","Laying Leg Lift And Hold","10","0"
"1/14/20","00:03","Laying Heel Touches","10","0",""
"1/14/20","00:03","Laying Heel Touches","10","0"
"1/14/20","00:03","Laying Heel Touches","10","0"
"1/14/20","00:01","Kettlebell One-leg Opposite-side Deadlift","20","20",""
"1/14/20","00:01","Kettlebell Laying Hip Thrust","10","20",""
"1/14/20","00:00","Kettlebell Woodchop Swing","20","20",""
"1/14/20","00:00","Kettlebell One-Hand Side Swing","20","20",""
"1/14/20","00:00","Kettlebell One-leg Same-side Deadlift","20","20",""
"1/13/20","23:50","bench reverse press","10","30",""
"1/13/20","23:50","Triceps Extension","10","30",""
"1/13/20","23:50","Leg Raise","10","0",""
"1/13/20","23:50","Straight Arm Pullover","10","30",""
"1/13/20","23:50","One-Arm Rows","20","20",""
"1/13/20","23:50","Concentration Curls","10","30",""
"1/13/20","23:50","Front Lateral Raise","10","30",""
"1/13/20","23:50","Reverse Bicep Curls","10","24",""
"1/13/20","23:50","Shoulder Press","5","24",""
"1/13/20","23:50","Upright Row","10","30",""
"1/13/20","23:50","One leg cobra","10","30",""
"1/13/20","23:32","Concentration Curls","15","30",""
"1/13/20","23:32","Front Lateral Raise","10","30",""
"1/13/20","23:32","Reverse Bicep Curls","10","30",""
"1/13/20","23:32","Shoulder Press","5","30",""
"1/13/20","23:32","Upright Row","10","30",""
"1/13/20","23:32","One leg cobra","10","30",""
"1/13/20","23:31","Triceps Extension","10","30",""
"1/13/20","23:31","Leg Raise","10","0",""
"1/13/20","23:31","Straight Arm Pullover","10","30",""
"1/13/20","23:31","One-Arm Rows","20","20",""
"1/13/20","23:30","bench reverse press","10","30",""
"1/13/20","23:30","Concentration Curls","15","30",""
"1/13/20","23:30","Concentration Curls","10","30"
"1/13/20","23:28","One leg cobra","10","30",""
"1/13/20","23:27","Reverse Bicep Curls","10","30",""
"1/13/20","23:27","Shoulder Press","5","30",""
"1/13/20","23:27","Upright Row","10","30",""
"1/13/20","23:24","Flyes","10","30",""
"1/13/20","23:24","Triceps Extension","10","30",""
"1/13/20","23:24","Leg Raise","10","0",""
"1/13/20","23:24","Straight Arm Pullover","10","30",""
"1/13/20","23:24","One-Arm Rows","20","20",""
"1/13/20","23:24","Front Lateral Raise","10","30",""
"1/13/20","15:22","Plank","10","0",""
"1/13/20","15:22","Plank","10","0"
"1/13/20","15:22","Plank","10","0"
"1/13/20","15:22","Superman","10","0",""
"1/13/20","15:22","Superman","10","0"
"1/13/20","15:22","Superman","10","0"
"1/13/20","15:22","Cobra","10","0",""
"1/13/20","15:22","Cobra","10","0"
"1/13/20","15:22","Cobra","10","0"
"1/13/20","15:22","Standing Knee Lift With Twist","30","0",""
"1/13/20","15:22","Standing Side Bend","10","0",""
"1/13/20","15:22","Standing Crunch","10","0",""
"1/13/20","15:22","Decline Crunches","10","0",""
"1/13/20","15:21","Standing Knee Lift With Twist","30","0",""
"1/13/20","15:21","Standing Side Bend","10","0",""
"1/13/20","15:21","Standing Crunch","10","0",""
"1/13/20","15:21","Laying Elbow-back Lifts","10","0",""
"1/13/20","15:21","Laying Elbow-back Lifts","10","0"
"1/13/20","15:21","Laying Elbow-back Lifts","10","0"
"1/13/20","15:21","Laying Leg Lift And Hold","10","0",""
"1/13/20","15:21","Laying Leg Lift And Hold","10","0"
"1/13/20","15:21","Laying Leg Lift And Hold","10","0"
"1/13/20","15:21","Laying Heel Touches","10","0",""
"1/13/20","15:21","Laying Heel Touches","10","0"
"1/13/20","15:21","Laying Heel Touches","10","0"
"1/10/20","06:27","Lateral Raise","10","40",""
"1/10/20","06:27","Lateral Raise","10","40"
"1/10/20","06:27","Lateral Raise","10","40"
"1/10/20","06:27","Overhead Triceps Extensions","10","30",""
"1/10/20","06:27","Overhead Triceps Extensions","10","30"
"1/10/20","06:27","Overhead Triceps Extensions","10","30"
"1/10/20","06:27","Hammer Curls","5","40",""
"1/10/20","06:27","Hammer Curls","5","40"
"1/10/20","06:27","Hammer Curls","5","40"
"1/10/20","06:27","Biceps Curl","5","40",""
"1/10/20","06:27","Biceps Curl","5","40"
"1/10/20","06:27","Biceps Curl","5","40"
"1/10/20","06:27","Shoulder Press","5","40",""
"1/10/20","06:27","Shoulder Press","5","40"
"1/10/20","06:27","Shoulder Press","5","40"
"1/10/20","06:27","Bench Press","10","50",""
"1/10/20","06:27","Bench Press","10","50"
"1/10/20","06:27","Bench Press","10","50"
"1/10/20","06:27","Kneeling Wood Throws","20","25",""
"1/10/20","06:27","Kneeling Wood Throws","20","20"
"1/10/20","06:27","Kneeling Wood Throws","20","20"
"1/10/20","06:27","Renegade Row","20","20",""
"1/10/20","06:27","Renegade Row","20","20"
"1/10/20","06:27","Renegade Row","20","20"
"1/10/20","06:27","Tricep Throwback","30","20",""
"1/10/20","06:27","Tricep Throwback","30","20"
"1/10/20","06:27","Tricep Throwback","30","20"
"1/10/20","06:27","Russian Twist","10","25",""
"1/10/20","06:27","Russian Twist","10","25"
"1/10/20","06:27","Russian Twist","10","25"
"1/10/20","06:27","Bent-over Flyes","10","40",""
"1/10/20","06:27","Bent-over Flyes","7","40"
"1/10/20","06:27","Bent-over Flyes","7","30"
"1/10/20","06:27","Standing Heel Raises","10","40",""
"1/10/20","06:27","Standing Heel Raises","10","40"
"1/10/20","06:27","Standing Heel Raises","10","40"
"1/10/20","06:27","Shoulder Shrug","10","40",""
"1/10/20","06:27","Shoulder Shrug","10","40"
"1/10/20","06:27","Shoulder Shrug","10","40"
"1/9/20","00:32","Standing Knee Lift With Twist","30","0",""
"1/9/20","00:32","Standing Side Bend","10","0",""
"1/9/20","00:32","Standing Crunch","10","0",""
"1/9/20","00:32","Decline Crunches","10","0",""
"1/9/20","00:31","Standing Side Bend","10","0",""
"1/9/20","00:31","Standing Crunch","10","0",""
"1/9/20","00:31","Laying Elbow-back Lifts","10","0",""
"1/9/20","00:31","Laying Elbow-back Lifts","10","0"
"1/9/20","00:31","Laying Elbow-back Lifts","10","0"
"1/9/20","00:31","Laying Leg Lift And Hold","10","0",""
"1/9/20","00:31","Laying Leg Lift And Hold","10","0"
"1/9/20","00:31","Laying Leg Lift And Hold","10","0"
"1/9/20","00:31","Laying Heel Touches","10","0",""
"1/9/20","00:31","Laying Heel Touches","10","0"
"1/9/20","00:31","Laying Heel Touches","10","0"
"1/9/20","00:31","Plank","10","0",""
"1/9/20","00:31","Plank","10","0"
"1/9/20","00:31","Plank","10","0"
"1/9/20","00:31","Superman","10","0",""
"1/9/20","00:31","Superman","10","0"
"1/9/20","00:31","Superman","10","0"
"1/9/20","00:31","Cobra","10","0",""
"1/9/20","00:31","Cobra","10","0"
"1/9/20","00:31","Cobra","10","0"
"1/9/20","00:30","Standing Knee Lift With Twist","30","0",""
"1/8/20","09:43","Flyes","10","30",""
"1/8/20","09:43","Flyes","10","30"
"1/8/20","09:43","Flyes","10","30"
"1/8/20","09:43","Triceps Extension","10","30",""
"1/8/20","09:43","Triceps Extension","10","30"
"1/8/20","09:43","Triceps Extension","10","30"
"1/8/20","09:43","Leg Raise","10","0",""
"1/8/20","09:43","Leg Raise","10","0"
