Date,Time,Exercise,# of Reps,Weight,Notes
"2/17/20","23:04","Laying Elbow-back Lifts","10","0"
"2/17/20","23:04","Laying Leg Lift And Hold","10","0",""
"2/17/20","23:04","Laying Leg Lift And Hold","10","0"
"2/17/20","23:04","Laying Leg Lift And Hold","10","0"
"2/17/20","23:04","Laying Heel Touches","10","0",""
"2/17/20","23:04","Laying Heel Touches","10","0"
"2/17/20","23:04","Laying Heel Touches","10","0"
"2/17/20","23:04","Plank","10","0",""
"2/17/20","23:04","Plank","10","0"
"2/17/20","23:04","Plank","10","0"
"2/17/20","23:04","Superman","10","0",""
"2/17/20","23:04","Superman","10","0"
"2/17/20","23:04","Superman","10","0"
"2/17/20","23:04","Cobra","10","0",""
"2/17/20","23:04","Cobra","10","0"
"2/17/20","23:04","Cobra","10","0"
"2/17/20","23:04","Standing Side Bend","10","0",""
"2/17/20","12:56","Farmer One Hand Steps","20","70",""
"2/17/20","12:56","Farmer One Hand Steps","20","70"
"2/17/20","10:59","Cable Lat Stretch - Narrow Grip","10","70",""
"2/17/20","10:59","Cable Lat Stretch - Narrow Grip","10","70"
"2/17/20","10:58","Cable Pulls","10","70",""
"2/17/20","10:58","Cable Pulls","10","70"
"2/17/20","10:58","Cable Push","10","70",""
"2/17/20","10:58","Cable Push","10","70"
"2/17/20","10:57","Cable Flyes","10","70",""
"2/17/20","10:57","Cable Flyes","10","70"
"2/17/20","10:46","Decline Crunches","15","0",""
"2/17/20","10:45","Side Plank Bends","20","0",""
"2/17/20","10:45","Cuban Press","7","30",""
"2/17/20","10:42","High Plank Pull-Through","30","30",""
"2/17/20","10:41","Incline Press","12","50",""
"2/17/20","10:41","Incline Curls","8","45",""
"2/17/20","10:41","Triceps Kickbacks","8","40",""
"2/17/20","10:37","Incline Two Arm Extension","8","40",""
"2/17/20","10:36","Incline Spider Curls","12","45",""
"2/17/20","10:36","Incline Row","12","55",""
"2/17/20","10:29","Arnold Press","10","40",""
"2/17/20","10:28","Decline Crunches","10","0",""
"2/17/20","10:27","Side Plank Bends","20","0",""
"2/17/20","10:27","Cuban Press","10","24",""
"2/17/20","10:24","High Plank Pull-Through","25","30",""
"2/17/20","10:23","Incline Press","10","50",""
"2/17/20","10:23","Incline Curls","7","45",""
"2/17/20","10:23","Triceps Kickbacks","10","30",""
"2/17/20","10:19","Incline Spider Curls","10","45",""
"2/17/20","10:19","Incline Row","10","55",""
"2/17/20","10:19","Incline Two Arm Extension","8","40",""
"2/17/20","10:12","Arnold Press","10","40",""
"2/17/20","10:10","Decline Crunches","10","0",""
"2/17/20","10:09","Side Plank Bends","20","0",""
"2/17/20","10:09","Cuban Press","8","24",""
"2/17/20","10:06","High Plank Pull-Through","20","30",""
"2/17/20","10:05","Incline Press","10","50",""
"2/17/20","10:05","Incline Curls","10","45",""
"2/17/20","10:05","Triceps Kickbacks","10","30",""
"2/17/20","10:01","Incline Row","15","40",""
"2/17/20","10:01","Incline Two Arm Extension","8","40",""
"2/17/20","09:59","Incline Spider Curls","12","40",""
"2/17/20","09:57","Arnold Press","15","30",""
"2/16/20","09:56","Superman","10","0",""
"2/16/20","09:56","Superman","10","0"
"2/16/20","09:56","Superman","10","0"
"2/16/20","09:56","Cobra","10","0",""
"2/16/20","09:56","Cobra","10","0"
"2/16/20","09:56","Cobra","10","0"
"2/16/20","09:56","Standing Side Bend","10","0",""
"2/16/20","09:56","Standing Crunch","10","0",""
"2/16/20","09:56","Cable Lat Stretch - Narrow Grip","10","50",""
"2/16/20","09:56","Cable Lat Stretch - Narrow Grip","10","50"
"2/16/20","09:55","Standing Side Bend","10","0",""
"2/16/20","09:55","Standing Crunch","10","0",""
"2/16/20","09:55","Laying Elbow-back Lifts","10","0",""
"2/16/20","09:55","Laying Elbow-back Lifts","10","0"
"2/16/20","09:55","Laying Elbow-back Lifts","10","0"
"2/16/20","09:55","Laying Leg Lift And Hold","10","0",""
"2/16/20","09:55","Laying Leg Lift And Hold","10","0"
"2/16/20","09:55","Laying Leg Lift And Hold","10","0"
"2/16/20","09:55","Laying Heel Touches","10","0",""
"2/16/20","09:55","Laying Heel Touches","10","0"
"2/16/20","09:55","Laying Heel Touches","10","0"
"2/16/20","09:55","Plank","10","0",""
"2/16/20","09:55","Plank","10","0"
"2/16/20","09:55","Plank","10","0"
"2/15/20","10:35","Farmer One Hand Steps","20","70",""
"2/15/20","10:35","Farmer One Hand Steps","20","70"
"2/15/20","10:34","Cable Flyes","10","10",""
"2/15/20","10:34","Cable Flyes","10","10"
"2/15/20","10:34","Cable Flyes","10","10"
"2/15/20","10:34","Cable Kneeling Crunchs","15","5",""
"2/15/20","10:34","Cable Kneeling Crunchs","15","5"
"2/15/20","10:34","Cable Kneeling Crunchs","15","5"
"2/15/20","10:33","Cable Lat Stretch - Narrow Grip","15","5",""
"2/15/20","10:33","Cable Lat Stretch - Narrow Grip","15","5"
"2/15/20","10:32","Cable Lat Stretch - Narrow Grip","15","5",""
"2/15/20","10:31","Cable Pulls","15","10",""
"2/15/20","10:31","Cable Pulls","15","10"
"2/15/20","10:31","Cable Pulls","15","10"
"2/15/20","09:59","Kettlebell One-leg Same-side Deadlift","20","30",""
"2/15/20","09:59","Kettlebell One-leg Opposite-side Deadlift","20","30",""
"2/15/20","09:54","Kettlebell Laying Hip Thrust","10","20",""
"2/15/20","09:51","Kettlebell One-leg Opposite-side Deadlift","20","30",""
"2/15/20","09:50","Kettlebell One-leg Same-side Deadlift","20","30",""
"2/15/20","09:49","Kettlebell One-Hand Side Swing","20","20",""
"2/15/20","09:44","Kettlebell Woodchop Swing","20","30",""
"2/15/20","09:41","Kettlebell Swing","20","30",""
"2/15/20","09:40","Kettlebell Figure-8s","20","30",""
"2/15/20","09:38","Kettlebell Slingshot","20","30",""
"2/14/20","06:57","Tricep Throwback","20","15",""
"2/14/20","06:57","Russian Twist","10","30",""
"2/14/20","06:57","Bent-over Flyes","8","40",""
"2/14/20","06:57","Standing Heel Raises","30","50",""
"2/14/20","06:57","Shoulder Shrug","15","50",""
"2/14/20","06:54","Renegade Row","20","15",""
"2/14/20","06:53","Kneeling Wood Throws","16","30",""
"2/14/20","06:51","Biceps Curl","10","40",""
"2/14/20","06:51","Shoulder Press","5","40",""
"2/14/20","06:51","Bench Press","12","50",""
"2/14/20","06:50","Overhead Triceps Extensions","10","30",""
"2/14/20","06:50","Hammer Curls","10","40",""
"2/14/20","06:49","Shoulder Shrug","20","50",""
"2/14/20","06:49","Lateral Raise","12","30",""
"2/14/20","06:47","Tricep Throwback","20","15",""
"2/14/20","06:47","Russian Twist","10","30",""
"2/14/20","06:47","Bent-over Flyes","8","40",""
"2/14/20","06:47","Standing Heel Raises","30","50",""
"2/14/20","06:43","Renegade Row","20","15",""
"2/14/20","06:42","Kneeling Wood Throws","20","30",""
"2/14/20","06:41","Bench Press","12","50",""
"2/14/20","06:40","Biceps Curl","12","40",""
"2/14/20","06:40","Shoulder Press","7","40",""
"2/14/20","06:39","Hammer Curls","12","40",""
"2/14/20","06:38","Lateral Raise","10","30",""
"2/14/20","06:38","Overhead Triceps Extensions","10","25",""
"2/14/20","06:29","Shoulder Shrug","20","50",""
"2/14/20","06:27","Bent-over Flyes","8","40",""
"2/14/20","06:27","Standing Heel Raises","30","50",""
"2/14/20","06:26","Tricep Throwback","16","15",""
"2/14/20","06:26","Russian Twist","10","30",""
"2/14/20","06:24","Renegade Row","16","15",""
"2/14/20","06:22","Kneeling Wood Throws","20","30",""
"2/14/20","06:21","Biceps Curl","10","40",""
"2/14/20","06:21","Shoulder Press","5","40",""
"2/14/20","06:21","Bench Press","14","45",""
"2/14/20","06:20","Hammer Curls","10","40",""
"2/14/20","06:17","Overhead Triceps Extensions","8","30",""
"2/14/20","06:15","Lateral Raise","10","30",""
"2/13/20","23:06","Standing Side Bend","10","0",""
"2/13/20","23:06","Standing Crunch","10","0",""
"2/13/20","23:06","Laying Elbow-back Lifts","10","0",""
"2/13/20","23:06","Laying Elbow-back Lifts","10","0"
"2/13/20","23:06","Laying Elbow-back Lifts","10","0"
"2/13/20","23:06","Laying Leg Lift And Hold","10","0",""
"2/13/20","23:06","Laying Leg Lift And Hold","10","0"
"2/13/20","23:06","Laying Leg Lift And Hold","10","0"
"2/13/20","23:06","Laying Heel Touches","10","0",""
"2/13/20","23:06","Laying Heel Touches","10","0"
"2/13/20","23:06","Laying Heel Touches","10","0"
"2/13/20","23:06","Plank","10","0",""
"2/13/20","23:06","Plank","10","0"
"2/13/20","23:06","Plank","10","0"
"2/13/20","23:06","Superman","10","0",""
"2/13/20","23:06","Superman","10","0"
"2/13/20","23:06","Superman","10","0"
"2/13/20","23:06","Cobra","10","0",""
"2/13/20","23:06","Cobra","10","0"
"2/13/20","23:06","Cobra","10","0"
"2/13/20","23:06","Standing Side Bend","10","0",""
"2/13/20","23:06","Standing Crunch","10","0",""
"2/13/20","23:06","Cable Lat Stretch - Narrow Grip","10","0",""
"2/13/20","23:06","Cable Lat Stretch - Narrow Grip","10","0"
"2/13/20","20:38","Incline Cobras","10","0",""
"2/13/20","20:38","Incline Cobras","10","0"
"2/13/20","20:38","Hanging Alternating Leg Lift/knee Lift","10","0",""
"2/13/20","20:38","Hanging Alternating Leg Lift/knee Lift","10","0"
"2/13/20","20:37","Decline Crunches","10","0",""
"2/13/20","20:37","Decline Crunches","10","0"
"2/12/20","20:35","Plank","10","0",""
"2/12/20","20:35","Plank","10","0"
"2/12/20","20:35","Plank","10","0"
"2/12/20","20:35","Superman","10","0",""
"2/12/20","20:35","Superman","10","0"
"2/12/20","20:35","Superman","10","0"
"2/12/20","20:35","Cobra","10","0",""
"2/12/20","20:35","Cobra","10","0"
"2/12/20","20:35","Cobra","10","0"
"2/12/20","20:35","Standing Side Bend","10","0",""
"2/12/20","20:35","Standing Crunch","10","0",""
"2/12/20","20:35","Cable Lat Stretch - Narrow Grip","10","0",""
"2/12/20","20:35","Cable Lat Stretch - Narrow Grip","10","0"
"2/12/20","20:34","Standing Side Bend","10","0",""
"2/12/20","20:34","Standing Crunch","10","0",""
"2/12/20","20:34","Laying Elbow-back Lifts","10","0",""
"2/12/20","20:34","Laying Elbow-back Lifts","10","0"
"2/12/20","20:34","Laying Elbow-back Lifts","10","0"
"2/12/20","20:34","Laying Leg Lift And Hold","10","0",""
"2/12/20","20:34","Laying Leg Lift And Hold","10","0"
"2/12/20","20:34","Laying Leg Lift And Hold","10","0"
"2/12/20","20:34","Laying Heel Touches","10","0",""
"2/12/20","20:34","Laying Heel Touches","10","0"
"2/12/20","20:34","Laying Heel Touches","10","0"
"2/12/20","07:07","One leg cobra","10","30",""
"2/12/20","07:06","Reverse Bicep Curls","10","40",""
"2/12/20","07:06","Shoulder Press","5","40",""
"2/12/20","07:06","Upright Row","12","40",""
"2/12/20","07:03","Front Lateral Raise","12","30",""
"2/12/20","07:01","Concentration Curls","16","25",""
"2/12/20","07:00","Straight Arm Pullover","15","25",""
"2/12/20","07:00","One-Arm Rows","30","30",""
"2/12/20","06:59","Triceps Extension","8","40",""
"2/12/20","06:59","Leg Raise","15","0",""
"2/12/20","06:52","bench reverse press","18","45",""
"2/12/20","06:51","Shoulder Press","5","30",""
"2/12/20","06:51","Upright Row","10","40",""
"2/12/20","06:51","One leg cobra","10","30",""
"2/12/20","06:50","Reverse Bicep Curls","10","30",""
"2/12/20","06:49","Front Lateral Raise","8","30",""
"2/12/20","06:47","Concentration Curls","16","25",""
"2/12/20","06:45","Triceps Extension","8","40",""
"2/12/20","06:45","Leg Raise","10","0",""
"2/12/20","06:45","Straight Arm Pullover","10","25",""
"2/12/20","06:45","One-Arm Rows","20","30",""
"2/12/20","06:38","bench reverse press","10","45",""
"2/12/20","06:37","One leg cobra","10","30",""
"2/12/20","06:36","Upright Row","10","40",""
"2/12/20","06:35","Shoulder Press","5","30",""
"2/12/20","06:34","Reverse Bicep Curls","10","30",""
"2/12/20","06:33","Front Lateral Raise","10","24",""
"2/12/20","06:23","Concentration Curls","20","20",""
"2/12/20","06:21","bench reverse press","10","45",""
"2/12/20","06:21","Triceps Extension","8","40",""
"2/12/20","06:21","Leg Raise","10","0",""
"2/12/20","06:21","Straight Arm Pullover","10","25",""
"2/12/20","06:21","One-Arm Rows","20","30",""
"2/11/20","23:11","Standing Side Bend","10","0",""
"2/11/20","23:11","Standing Crunch","10","0",""
"2/11/20","23:11","Laying Elbow-back Lifts","10","0",""
"2/11/20","23:11","Laying Elbow-back Lifts","10","0"
"2/11/20","23:11","Laying Elbow-back Lifts","10","0"
"2/11/20","23:11","Laying Leg Lift And Hold","10","0",""
"2/11/20","23:11","Laying Leg Lift And Hold","10","0"
"2/11/20","23:11","Laying Leg Lift And Hold","10","0"
"2/11/20","23:11","Laying Heel Touches","10","0",""
"2/11/20","23:11","Laying Heel Touches","10","0"
"2/11/20","23:11","Laying Heel Touches","10","0"
"2/11/20","23:11","Plank","10","0",""
"2/11/20","23:11","Plank","10","0"
"2/11/20","23:11","Plank","10","0"
"2/11/20","23:11","Superman","10","0",""
"2/11/20","23:11","Superman","10","0"
"2/11/20","23:11","Superman","10","0"
"2/11/20","23:11","Cobra","10","0",""
"2/11/20","23:11","Cobra","10","0"
"2/11/20","23:11","Cobra","10","0"
"2/11/20","23:11","Standing Side Bend","10","0",""
"2/11/20","23:11","Standing Crunch","10","0",""
"2/11/20","23:11","Cable Lat Stretch - Narrow Grip","10","0",""
"2/11/20","23:11","Cable Lat Stretch - Narrow Grip","10","0"
"2/10/20","07:09","Cable Lat Pull","10","10",""
"2/10/20","07:09","Cable Lat Pull","10","10"
"2/10/20","07:09","Cable Lat Pull","15","10"
"2/10/20","07:03","Decline Crunches","15","0",""
"2/10/20","07:02","Side Plank Bends","20","0",""
"2/10/20","07:02","Cuban Press","12","24",""
"2/10/20","06:59","High Plank Pull-Through","30","30",""
"2/10/20","06:58","Incline Press","12","40",""
"2/10/20","06:58","Incline Curls","10","40",""
"2/10/20","06:58","Triceps Kickbacks","12","30",""
"2/10/20","06:55","Incline Two Arm Extension","8","40",""
"2/10/20","06:54","Incline Row","15","45",""
"2/10/20","06:52","Incline Spider Curls","12","40",""
"2/10/20","06:49","Arnold Press","15","40",""
"2/10/20","06:43","Decline Crunches","15","0",""
"2/10/20","06:42","Side Plank Bends","20","0",""
"2/10/20","06:42","Cuban Press","10","24",""
"2/10/20","06:40","High Plank Pull-Through","20","30",""
"2/10/20","06:39","Incline Press","12","40",""
"2/10/20","06:39","Incline Curls","10","40",""
"2/10/20","06:39","Triceps Kickbacks","12","30",""
"2/10/20","06:35","Incline Spider Curls","10","40",""
"2/10/20","06:35","Incline Row","10","40",""
"2/10/20","06:35","Incline Two Arm Extension","7","40",""
"2/10/20","06:30","Arnold Press","10","40",""
"2/10/20","06:29","Side Plank Bends","20","0",""
"2/10/20","06:29","Cuban Press","8","24",""
"2/10/20","06:29","Decline Crunches","15","0",""
"2/10/20","06:25","High Plank Pull-Through","20","30",""
"2/10/20","06:23","Incline Press","10","40",""
"2/10/20","06:23","Incline Curls","8","40",""
"2/10/20","06:23","Triceps Kickbacks","8","45",""
"2/10/20","06:20","Incline Row","10","40",""
"2/10/20","06:20","Incline Two Arm Extension","6","40",""
"2/10/20","06:17","Incline Spider Curls","8","40",""
"2/10/20","06:16","Arnold Press","8","40",""
"2/9/20","00:32","One Arm Farmers Steps","20","70",""
"2/9/20","00:32","One Arm Farmers Steps","20","70"
"2/9/20","00:32","One Arm Farmers Steps","20","70"
"2/9/20","00:31","Cable Lat Stretch - Narrow Grip","15","0",""
"2/9/20","00:31","Cable Lat Stretch - Narrow Grip","15","0"
"2/9/20","00:31","Cable Lat Stretch - Narrow Grip","15","0"
"2/9/20","00:30","Decline Crunches","10","0",""
"2/9/20","00:30","Decline Crunches","10","0"
"2/9/20","00:30","Decline Crunches","10","0"
"2/9/20","00:29","Standing Side Bend","10","0",""
"2/9/20","00:29","Standing Crunch","10","0",""
"2/9/20","00:28","Standing Crunch","10","0",""
"2/9/20","00:28","Laying Elbow-back Lifts","10","0",""
"2/9/20","00:28","Laying Elbow-back Lifts","10","0"
"2/9/20","00:28","Laying Elbow-back Lifts","10","0"
"2/9/20","00:28","Laying Leg Lift And Hold","10","0",""
"2/9/20","00:28","Laying Leg Lift And Hold","10","0"
"2/9/20","00:28","Laying Leg Lift And Hold","10","0"
"2/9/20","00:28","Laying Heel Touches","10","0",""
"2/9/20","00:28","Laying Heel Touches","10","0"
"2/9/20","00:28","Laying Heel Touches","10","0"
"2/9/20","00:28","Plank","10","0",""
"2/9/20","00:28","Plank","10","0"
"2/9/20","00:28","Plank","10","0"
"2/9/20","00:28","Superman","10","0",""
"2/9/20","00:28","Superman","10","0"
"2/9/20","00:28","Superman","10","0"
"2/9/20","00:28","Cobra","10","0",""
"2/9/20","00:28","Cobra","10","0"
"2/9/20","00:28","Cobra","10","0"
"2/9/20","00:27","Standing Side Bend","10","0",""
"2/8/20","00:27","Decline Crunches","10","0",""
"2/8/20","00:27","Decline Crunches","10","0"
"2/8/20","00:27","Decline Crunches","10","0"
"2/8/20","00:25","Laying Leg Lift And Hold","10","0",""
"2/8/20","00:25","Laying Leg Lift And Hold","10","0"
"2/8/20","00:25","Laying Leg Lift And Hold","10","0"
"2/8/20","00:25","Laying Heel Touches","10","0",""
"2/8/20","00:25","Laying Heel Touches","10","0"
"2/8/20","00:25","Laying Heel Touches","10","0"
"2/8/20","00:25","Plank","10","0",""
"2/8/20","00:25","Plank","10","0"
"2/8/20","00:25","Plank","10","0"
"2/8/20","00:25","Superman","10","0",""
"2/8/20","00:25","Superman","10","0"
"2/8/20","00:25","Superman","10","0"
"2/8/20","00:25","Cobra","10","0",""
"2/8/20","00:25","Cobra","10","0"
"2/8/20","00:25","Cobra","10","0"
"2/8/20","00:25","Standing Side Bend","10","0",""
"2/8/20","00:25","Standing Crunch","10","0",""
"2/8/20","00:24","Standing Side Bend","10","0",""
"2/8/20","00:24","Standing Crunch","10","0",""
"2/8/20","00:24","Laying Elbow-back Lifts","10","0",""
"2/8/20","00:24","Laying Elbow-back Lifts","10","0"
"2/8/20","00:24","Laying Elbow-back Lifts","10","0"
"2/7/20","12:45","One-Arm Rows","20","30",""
"2/7/20","12:45","One-Arm Rows","20","30"
"2/7/20","12:43","Standing Side Bend","10","0",""
"2/7/20","12:43","Standing Crunch","10","0",""
"2/7/20","12:42","Plank","10","0",""
"2/7/20","12:42","Plank","10","0"
"2/7/20","12:42","Plank","10","0"
"2/7/20","12:42","Superman","10","0",""
"2/7/20","12:42","Superman","10","0"
"2/7/20","12:42","Superman","10","0"
"2/7/20","12:42","Cobra","10","0",""
"2/7/20","12:42","Cobra","10","0"
"2/7/20","12:42","Cobra","10","0"
"2/7/20","12:41","Standing Side Bend","10","0",""
"2/7/20","12:41","Standing Crunch","10","0",""
"2/7/20","12:41","Laying Elbow-back Lifts","10","0",""
"2/7/20","12:41","Laying Elbow-back Lifts","10","0"
"2/7/20","12:41","Laying Elbow-back Lifts","10","0"
"2/7/20","12:41","Laying Leg Lift And Hold","10","0",""
"2/7/20","12:41","Laying Leg Lift And Hold","10","0"
"2/7/20","12:41","Laying Leg Lift And Hold","10","0"
"2/7/20","12:41","Laying Heel Touches","10","0",""
"2/7/20","12:41","Laying Heel Touches","10","0"
"2/7/20","12:41","Laying Heel Touches","10","0"
"2/7/20","10:48","Bent-over Row","10","30",""
"2/7/20","10:48","Bent-over Row","10","30"
"2/7/20","10:48","Bent-over Row","10","30"
"2/7/20","10:46","Shoulder Shrug","20","50",""
"2/7/20","10:45","Standing Heel Raises","20","50",""
"2/7/20","10:44","Renegade Row","18","20",""
"2/7/20","10:44","Tricep Throwback","18","20",""
"2/7/20","10:44","Russian Twist","8","30",""
"2/7/20","10:44","Bent-over Flyes","10","40",""
"2/7/20","10:39","Kneeling Wood Throws","20","30",""
"2/7/20","10:38","Biceps Curl","4","45",""
"2/7/20","10:38","Shoulder Press","4","45",""
"2/7/20","10:38","Bench Press","10","45",""
"2/7/20","10:35","Hammer Curls","4","45",""
"2/7/20","10:34","Overhead Triceps Extensions","9","30",""
"2/7/20","10:30","Standing Heel Raises","20","45",""
"2/7/20","10:30","Shoulder Shrug","20","45",""
"2/7/20","10:30","Lateral Raise","12","30",""
"2/7/20","10:28","Tricep Throwback","16","20",""
"2/7/20","10:28","Russian Twist","10","20",""
"2/7/20","10:28","Bent-over Flyes","8","40",""
"2/7/20","10:26","Renegade Row","16","20",""
"2/7/20","10:24","Kneeling Wood Throws","20","30",""
"2/7/20","10:23","Biceps Curl","6","40",""
"2/7/20","10:23","Shoulder Press","6","40",""
"2/7/20","10:23","Bench Press","12","45",""
"2/7/20","10:20","Hammer Curls","6","40",""
"2/7/20","10:19","Overhead Triceps Extensions","12","25",""
"2/7/20","10:14","Shoulder Shrug","20","45",""
"2/7/20","10:14","Lateral Raise","8","30",""
"2/7/20","10:13","Standing Heel Raises","20","45",""
"2/7/20","10:12","Bent-over Flyes","8","40",""
"2/7/20","10:11","Tricep Throwback","16","20",""
"2/7/20","10:11","Russian Twist","10","20",""
"2/7/20","10:09","Renegade Row","16","20",""
"2/7/20","10:08","Kneeling Wood Throws","20","30",""
"2/7/20","10:06","Biceps Curl","6","40",""
"2/7/20","10:06","Shoulder Press","6","40",""
"2/7/20","10:06","Bench Press","12","45",""
"2/7/20","10:05","Hammer Curls","6","40",""
"2/7/20","10:03","Overhead Triceps Extensions","10","30",""
"2/7/20","10:01","Lateral Raise","8","30",""
"2/6/20","23:51","Decline Crunches","10","0",""
"2/6/20","23:51","Decline Crunches","10","0"
"2/6/20","23:51","Decline Crunches","10","0"
"2/6/20","23:25","Kettlebell Laying Hip Thrust","10","20",""
"2/6/20","23:20","Kettlebell One-leg Opposite-side Deadlift","20","20",""
"2/6/20","23:19","Kettlebell One-leg Same-side Deadlift","20","20",""
"2/6/20","23:16","Kettlebell One-Hand Side Swing","20","20",""
"2/6/20","23:15","Kettlebell Woodchop Swing","20","20",""
"2/6/20","23:13","Kettlebell Swing","20","20",""
"2/6/20","23:11","Kettlebell Figure-8s","20","20",""
"2/6/20","23:10","Kettlebell Slingshot","20","20",""
"2/5/20","07:09","Cable Flyes","10","10",""
"2/5/20","07:09","Cable Flyes","10","10"
"2/5/20","07:09","Cable Flyes","15","10"
"2/5/20","07:06","One leg cobra","10","30",""
"2/5/20","07:05","Shoulder Press","6","30",""
"2/5/20","07:05","Upright Row","12","40",""
"2/5/20","07:04","Reverse Bicep Curls","12","30",""
"2/5/20","07:03","Front Lateral Raise","10","30",""
"2/5/20","07:01","Concentration Curls","24","20",""
"2/5/20","07:00","Leg Raise","15","0",""
"2/5/20","07:00","Straight Arm Pullover","10","30",""
"2/5/20","07:00","One-Arm Rows","30","20",""
"2/5/20","06:59","Triceps Extension","8","40",""
"2/5/20","06:52","bench reverse press","10","40",""
"2/5/20","06:50","One leg cobra","10","30",""
"2/5/20","06:48","Shoulder Press","5","30",""
"2/5/20","06:48","Upright Row","10","40",""
"2/5/20","06:46","Reverse Bicep Curls","10","30",""
"2/5/20","06:45","Front Lateral Raise","15","24",""
"2/5/20","06:43","Concentration Curls","20","20",""
"2/5/20","06:41","Triceps Extension","10","30",""
"2/5/20","06:41","Leg Raise","10","0",""
"2/5/20","06:41","Straight Arm Pullover","8","30",""
"2/5/20","06:41","One-Arm Rows","30","20",""
"2/5/20","06:32","bench reverse press","10","40",""
"2/5/20","06:31","One leg cobra","10","30",""
"2/5/20","06:30","Upright Row","10","40",""
"2/5/20","06:29","Shoulder Press","5","30",""
"2/5/20","06:28","Reverse Bicep Curls","10","30",""
"2/5/20","06:27","Front Lateral Raise","10","30",""
"2/5/20","06:25","Concentration Curls","20","20",""
"2/5/20","06:24","One-Arm Rows","40","20",""
"2/5/20","06:23","Triceps Extension","8","30",""
"2/5/20","06:23","Leg Raise","10","0",""
"2/5/20","06:23","Straight Arm Pullover","6","40",""
"2/5/20","06:19","bench reverse press","10","40",""
"2/4/20","09:22","Standing Side Bend","10","0",""
"2/4/20","09:22","Standing Crunch","10","0",""
"2/4/20","09:22","Decline Crunches","10","0",""
"2/4/20","09:22","Decline Crunches","10","0"
"2/4/20","09:22","Decline Crunches","10","0"
"2/4/20","09:21","Standing Side Bend","10","0",""
"2/4/20","09:21","Standing Crunch","10","0",""
"2/4/20","09:21","Laying Elbow-back Lifts","10","0",""
"2/4/20","09:21","Laying Elbow-back Lifts","10","0"
"2/4/20","09:21","Laying Elbow-back Lifts","10","0"
"2/4/20","09:21","Laying Leg Lift And Hold","10","0",""
"2/4/20","09:21","Laying Leg Lift And Hold","10","0"
"2/4/20","09:21","Laying Leg Lift And Hold","10","0"
"2/4/20","09:21","Laying Heel Touches","10","0",""
"2/4/20","09:21","Laying Heel Touches","10","0"
"2/4/20","09:21","Laying Heel Touches","10","0"
"2/4/20","09:21","Plank","10","0",""
"2/4/20","09:21","Plank","10","0"
"2/4/20","09:21","Plank","10","0"
"2/4/20","09:21","Superman","10","0",""
"2/4/20","09:21","Superman","10","0"
"2/4/20","09:21","Superman","10","0"
"2/4/20","09:21","Cobra","10","0",""
"2/4/20","09:21","Cobra","10","0"
"2/4/20","09:21","Cobra","10","0"
"2/3/20","07:00","Decline Crunches","15","0",""
"2/3/20","06:59","Side Plank Bends","20","0",""
"2/3/20","06:59","Cuban Press","8","24","Last 3 only right side"
"2/3/20","06:56","High Plank Pull-Through","20","20",""
"2/3/20","06:55","Incline Curls","10","40",""
"2/3/20","06:55","Triceps Kickbacks","30","30",""
"2/3/20","06:54","Incline Press","12","40",""
"2/3/20","06:50","Incline Spider Curls","10","40",""
"2/3/20","06:50","Incline Row","10","40",""
"2/3/20","06:50","Incline Two Arm Extension","12","30",""
"2/3/20","06:43","Side Plank Bends","20","0",""
"2/3/20","06:43","Cuban Press","8","24",""
"2/3/20","06:43","Decline Crunches","15","0",""
"2/3/20","06:43","Arnold Press","8","40",""
"2/3/20","06:38","High Plank Pull-Through","20","20",""
"2/3/20","06:37","Incline Press","10","40",""
"2/3/20","06:37","Incline Curls","8","40",""
"2/3/20","06:37","Triceps Kickbacks","20","30",""
"2/3/20","06:34","Incline Two Arm Extension","12","30",""
"2/3/20","06:33","Incline Spider Curls","10","40",""
"2/3/20","06:33","Incline Row","10","40",""
"2/3/20","06:28","Arnold Press","10","30",""
"2/3/20","06:26","Decline Crunches","15","0",""
"2/3/20","06:25","Side Plank Bends","20","0",""
"2/3/20","06:25","Cuban Press","8","24",""
"2/3/20","06:22","High Plank Pull-Through","20","20",""
"2/3/20","06:21","Incline Press","10","40",""
"2/3/20","06:21","Incline Curls","8","40",""
"2/3/20","06:21","Triceps Kickbacks","20","30",""
"2/3/20","06:18","Incline Row","10","30",""
"2/3/20","06:18","Incline Two Arm Extension","10","30",""
"2/3/20","06:16","Incline Spider Curls","10","30",""
"2/3/20","06:15","Arnold Press","10","30",""
"2/1/20","09:52","Decline Crunches","15","0",""
"2/1/20","09:52","Decline Crunches","10","0"
"2/1/20","09:43","Standing Heel Raises","20","40",""
"2/1/20","09:43","Shoulder Shrug","15","40",""
"2/1/20","09:42","Bent-over Flyes","8","40",""
"2/1/20","09:41","Russian Twist","13","20",""
"2/1/20","09:40","Renegade Row","16","20",""
"2/1/20","09:40","Tricep Throwback","16","20",""
"2/1/20","09:35","Kneeling Wood Throws","20","20",""
"2/1/20","09:34","Biceps Curl","5","40",""
"2/1/20","09:34","Shoulder Press","5","40",""
"2/1/20","09:34","Bench Press","15","40",""
"2/1/20","09:33","Hammer Curls","5","40",""
"2/1/20","09:31","Overhead Triceps Extensions","8","32",""
"2/1/20","09:28","Lateral Raise","17","24",""
"2/1/20","09:25","Standing Heel Raises","20","40",""
"2/1/20","09:25","Shoulder Shrug","15","40",""
